"","bill","introduced","title","area","sponsor.party","cosponsors.r","cosponsors.d","cosponsors.i","status"
"5474","SRES449","2018-03-22","A resolution designating the first week of April 2017 as ""National Asbestos Awareness Week"".","health","D",2,10,0,"Passed senate"
"5487","SRES121","2017-04-06","A resolution designating April 11, 2017, as the ""National Birthday of the U.S. Navy Submarine Force"".","armed forces and national security","D",0,1,0,"Introduced"
"5489","SRES730","2018-12-13","A resolution condemning the tragic mass shooting in Thousand Oaks, California, supporting all of the people impacted by the horrific event, and thanking law enforcement, firefighters, and emergency medical teams for their courageous efforts to respond to the attack and save lives.","crime and law enforcement","D",0,1,0,"Introduced"
"5491","SRES88","2017-03-15","Expressing the sense of the House of Representatives that the President and the Secretary of State should ensure that the Canadian Government does not permanently store nuclear waste in the Great Lakes Basin.","international affairs","D",0,8,0,"Introduced"
"5500","SRES77","2017-03-01","A resolution supporting the goals and ideals of Multiple Sclerosis Awareness Week.","health","D",5,6,0,"Passed senate"
"5512","SRES79","2017-03-02","Encouraging people in the United States to recognize March 2, 2017, as Read Across America Day.","education","R",3,5,0,"Passed senate"
"5521","SRES78","2017-03-02","A resolution expressing the sense of the Senate recognizing 3 years of Russian military aggression in Ukraine.","international affairs","D",1,0,0,"Introduced"
"5523","SRES80","2017-03-02","A resolution designating March 3, 2018, as ""World Wildlife Day"".","animals","D",1,0,0,"Passed senate"
"5525","SRES81","2017-03-06","A resolution recognizing the 197th anniversary of the independence of Greece and celebrating democracy in Greece and the United States.","international affairs","D",7,19,0,"Passed senate"
"5552","SRES82","2017-03-07","A resolution congratulating the Johns Hopkins University Applied Physics Laboratory on the 75th anniversary of the founding of the Laboratory.","education","D",1,1,0,"Passed senate"
"5555","SRES434","2018-03-14","Recognizing the contributions of AmeriCorps members and alumni to the lives of the people of the United States.","labor and employment","D",8,24,1,"Passed senate"
"5589","SRES636","2018-09-18","Recognizing suicide as a public health problem and expressing support for designation of September as ""National Suicide Prevention Month"".","health","R",1,5,0,"Passed senate"
"5596","SRES160","2017-05-09","A resolution honoring the service to United States Armed Forces provided by military working dogs and contract working dogs, also known as ""war dogs"".","armed forces and national security","D",2,1,0,"Passed senate"
"5600","SRES103","2017-03-29","A resolution designating March 29, 2018, as ""Vietnam Veterans Day"".","armed forces and national security","R",0,1,0,"Passed senate"
"5602","SRES83","2017-03-08","Expressing the sense of the House of Representatives regarding the trafficking of illicit fentanyl into the United States from Mexico and China.","international affairs","D",3,2,1,"Passed senate"
"5609","SRES86","2017-03-09","A resolution recognizing the contributions of AmeriCorps members and alumni to the lives of the people of the United States.","labor and employment","D",6,23,0,"Passed senate"
"5639","SRES579","2018-07-18","A resolution honoring the life, accomplishments, and legacy of Nelson Mandela on the centenary of his birth","international affairs","D",2,19,0,"Introduced"
"5661","SRES89","2017-03-15","Supporting the designation of March 2018 as National Colorectal Cancer Awareness Month.","health","R",0,1,0,"Passed senate"
"5663","SRES100","2017-03-27","A resolution condemning illegal Russian aggression in Ukraine on the three year anniversary of the annexation of Crimea.","international affairs","D",7,9,0,"Introduced"
"5680","SRES150","2017-05-03","Recognizing threats to freedom of the press and expression around the world and reaffirming freedom of the press as a priority in efforts of the Government of the United States to promote democracy and good governance.","international affairs","D",1,3,0,"Passed senate"
"5685","SRES155","2017-05-04","A resolution expressing the sense of the Senate that the United States should work in cooperation with the international community and continue to exercise global leadership to address the causes and effects of climate change, and for other purposes.","international affairs","D",0,24,0,"Introduced"
"5710","SRES589","2018-07-24","A resolution designating July 22, 2017, as ""National Day of the American Cowboy"".","arts, culture, religion","R",8,6,0,"Passed senate"
"5725","SRES406","2018-02-14","A resolution to authorize representation by the Senate Legal Counsel in the case of United States v. Ahmed Alahmedalabdaloklah.","congress","R",0,1,0,"Passed senate"
"5727","SRES695","2018-11-15","Supporting the designation of the week beginning November 12, 2018, as ""National Apprenticeship Week"".","labor and employment","D",3,12,0,"Passed senate"
"5743","SRES132","2017-04-07","A resolution congratulating the Ashland University women's basketball team for winning the 2017 National Collegiate Athletic Association division II championship.","sports and recreation","R",0,1,0,"Passed senate"
"5745","SRES33","2017-02-01","An original resolution authorizing expenditures by the Committee on Energy and Natural Resources.","congress","R",0,0,0,"Introduced"
"5746","SRES42","2017-02-02","An original resolution authorizing expenditures by the Committee on Environment and Public Works.","congress","R",0,0,0,"Introduced"
"5747","SRES143","2017-04-25","A resolution supporting fair and equitable grading treatment for exports of United States wheat products to Canada.","foreign trade and international finance","D",0,0,0,"Introduced"
"5748","SRES98","2017-03-27","A resolution designating the first week of April 2018 as ""National Asbestos Awareness Week"".","health","D",2,6,0,"Passed senate"
"5757","SRES106","2017-03-30","A resolution expressing the sense of the Senate to support the territorial integrity of Georgia.","international affairs","R",8,2,0,"Introduced"
"5768","SRES101","2017-03-28","A resolution providing for members on the part of the Senate of the Joint Committee on Printing and the Joint Committee of Congress on the Library.","congress","R",0,1,0,"Passed senate"
"5770","SRES102","2017-03-29","A resolution reaffirming the strategic partnership between the United States and Mexico, and recognizing bilateral cooperation that advances the national security and national interests of both countries.","international affairs","R",5,6,0,"Introduced"
"5782","SRES123","2017-04-07","A resolution designating May 19, 2018, as ""Kids to Parks Day"".","public lands and natural resources","D",2,3,0,"Passed senate"
"5788","SRES111","2017-04-04","A resolution celebrating the 150th anniversary of the Alaska Purchase.","government operations and politics","R",1,0,0,"Passed senate"
"5790","SRES107","2017-03-30","A resolution congratulating the rifle team of West Virginia University on winning the 2017 National Collegiate Athletic Association Rifle Championship.","sports and recreation","R",0,1,0,"Passed senate"
"5792","SRES85","2017-03-09","Calling on the Government of Iran to fulfill repeated promises of assistance in the case of Robert Levinson, the longest held United States civilian in our Nation's history.","international affairs","D",1,0,0,"Passed senate"
"5794","SRES108","2017-04-03","A resolution reaffirming the commitment of the United States to the United States-Egypt partnership.","international affairs","D",2,4,0,"Introduced"
"5801","SRES112","2017-04-04","A resolution designating April 5, 2018, as ""Gold Star Wives Day"".","armed forces and national security","R",2,1,0,"Passed senate"
"5805","SRES530","2018-05-24","Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.","civil rights and liberties, minority issues","D",2,19,0,"Introduced"
"5827","SRES368","2018-01-04","A resolution supporting the right of all Iranian citizens to have their voices heard.","international affairs","R",16,28,0,"Introduced"
"5872","SRES131","2017-04-07","A resolution supporting the mission and goals of National Crime Victims' Rights Week in 2017, which include increasing public awareness of the rights, needs, and concerns of, and services available to assist, victims and survivors of crime in the United States.","crime and law enforcement","R",1,2,0,"Passed senate"
"5876","SRES147","2017-04-27","A resolution commemorating the 25th anniversary of the 1992 Los Angeles civil unrest.","civil rights and liberties, minority issues","D",0,1,0,"Passed senate"
"5878","SRES154","2017-05-04","Promoting awareness of motorcycle profiling and encouraging collaboration and communication with the motorcycle community and law enforcement officials to prevent instances of profiling.","crime and law enforcement","R",4,2,1,"Passed senate"
"5886","SRES122","2017-04-07","A resolution designating April 2018 as ""National 9-1-1 Education Month"".","emergency management","D",1,0,0,"Passed senate"
"5888","SRES646","2018-09-25","Recognizing the Lawyers' Committee for Civil Rights and Economic Justice on its 50th anniversary.","civil rights and liberties, minority issues","D",0,1,0,"Introduced"
"5890","SRES113","2017-04-04","A resolution recognizing and celebrating the 50th anniversary of the Center on Human Development and Disability at the University of Washington in Seattle, Washington.","education","D",0,1,0,"Passed senate"
"5892","SRES687","2018-11-14","Congratulating the Boston Red Sox on winning the 2018 World Series.","sports and recreation","D",1,8,2,"Passed senate"
"5904","SRES125","2017-04-07","A resolution supporting the goals and ideals of National Public Health Week.","health","D",0,13,1,"Introduced"
"5919","SRES63","2017-02-16","A resolution expressing support for designation of the week of October 29 through November 4, 2017, as ""National Obesity Care Week"".","health","D",1,0,0,"Introduced"
"5921","SRES223","2017-07-19","Honoring the life and legacy of Liu Xiaobo for his steadfast commitment to the protection of human rights, political freedoms, free markets, democratic elections, government accountability, and peaceful change in the People's Republic of China.","international affairs","R",2,1,0,"Introduced"
"5925","SRES381","2018-01-25","Designating the week of January 21 through January 27, 2018, as ""National School Choice Week"".","education","R",23,1,0,"Passed senate"
"5950","SRES124","2017-04-07","A resolution expressing the sense of the Senate that the National Sea Grant College Program is a valuable program that protects and enhances the coastal communities and economy of the United States.","public lands and natural resources","D",2,22,1,"Introduced"
"5976","SRES461","2018-04-12","A resolution commending the University of Central Missouri Jennies for winning the national championship in the National Collegiate Athletic Association Division II tournament.","sports and recreation","R",0,1,0,"Passed senate"
"5978","SRES13","2017-01-12","Recognizing the historical importance of Associate Justice Clarence Thomas.","government operations and politics","R",4,0,0,"Introduced"
"5983","SRES454","2018-04-10","A resolution relative to the death of Zell Bryan Miller, the former Governor and Senator of the State of Georgia.","congress","R",50,47,2,"Passed senate"
"6083","SRES190","2017-06-12","A resolution honoring the memory of the victims of the terrorist attack on the Pulse Orlando nightclub on June 12, 2016.","crime and law enforcement","D",7,19,1,"Passed senate"
"6111","SRES142","2017-04-25","A resolution commemorating the 10th anniversary of the tragic events at Virginia Polytechnic Institute and State University on April 16, 2007.","crime and law enforcement","D",0,1,0,"Passed senate"
"6113","SRES638","2018-09-18","A resolution designating September 22, 2017, as ""National Falls Prevention Awareness Day"" to raise awareness and encourage the prevention of falls among older adults.","health","R",0,1,0,"Passed senate"
"6115","SRES141","2017-04-25","A resolution congratulating the University of South Carolina women's basketball team for winning the 2017 National Collegiate Athletic Association Division I Women's Basketball Tournament Championship.","sports and recreation","R",1,0,0,"Passed senate"
"6117","SRES138","2017-04-25","A resolution honoring National Former Prisoner of War Recognition Day on April 9, 2017, and commemorating the 75th anniversary of the fall of Bataan.","international affairs","R",5,8,1,"Introduced"
"6132","SRES136","2017-04-24","A resolution expressing the sense of the Senate regarding the 102nd anniversary of the Armenian Genocide.","international affairs","D",3,13,0,"Introduced"
"6149","SRES14","2017-01-12","A resolution commending the Clemson University Tigers football team for winning the 2017 College Football Playoff National Championship.","sports and recreation","R",1,0,0,"Passed senate"
"6151","SRES146","2017-04-27","A resolution recognizing April 30, 2018, as ""El Dia de los Ninos-Celebrating Young Americans"".","families","D",3,6,0,"Passed senate"
"6161","SRES118","2017-04-05","Condemning hate crime and any other form of racism, religious or ethnic bias, discrimination, incitement to violence, or animus targeting a minority in the United States.","civil rights and liberties, minority issues","D",2,2,0,"Passed senate"
"6166","SRES140","2017-04-25","A resolution supporting the designation of April 2018 as ""Parkinson's Awareness Month"".","health","R",0,1,0,"Passed senate"
"6168","SRES139","2017-04-25","Condemning the Government of Iran's state-sponsored persecution of its Baha'i minority and its continued violation of the International Covenants on Human Rights.","international affairs","D",14,19,0,"Passed senate"
"6202","SRES30","2017-02-01","An original resolution authorizing expenditures by the Committee on Agriculture, Nutrition, and Forestry.","congress","R",0,0,0,"Introduced"
"6203","SRES184","2017-06-05","A resolution relative to the death of James Paul David ""Jim"" Bunning, former United States Senator for the Commonwealth of Kentucky.","congress","R",51,46,2,"Passed senate"
"6303","SRES84","2017-03-08","A resolution supporting the goals of International Women's Day.","civil rights and liberties, minority issues","D",1,12,0,"Passed senate"
"6317","SRES456","2018-04-10","A resolution to constitute the majority party's membership on certain committees for the One Hundred Fifteenth Congress, or until their successors are chosen.","congress","R",0,0,0,"Passed senate"
"6318","SRES145","2017-04-27","Supporting the goals and ideals of ""Financial Literacy Month"".","finance and financial sector","D",7,15,0,"Passed senate"
"6341","SRES148","2017-05-01","A resolution congratulating the students, parents, teachers, and leaders of charter schools across the United States for making ongoing contributions to education, and supporting the ideals and goals of the 19th annual National Charter Schools Week, celebrated May 7 through May 11, 2018.","education","R",18,5,0,"Passed senate"
"6365","SRES135","2017-04-24","Silver Star Service Banner Day Act","armed forces and national security","R",0,1,0,"Passed senate"
"6367","SRES34","2017-02-01","An original resolution authorizing expenditures by the Committee on Homeland Security and Governmental Affairs.","congress","R",0,0,0,"Introduced"
"6368","SRES311","2017-10-26","Honoring the Portland Thorns FC, the 2017 champions of the National Women's Soccer League.","sports and recreation","D",0,1,0,"Introduced"
"6370","SRES115","2017-04-05","Recognizing the 100th anniversary of the 1st Infantry Division.","armed forces and national security","R",1,0,0,"Passed senate"
"6372","SRES104","2017-03-30","A resolution honoring the accomplishments and legacy of Cesar Estrada Chavez.","civil rights and liberties, minority issues","D",0,15,1,"Introduced"
"6389","SRES144","2017-04-27","A resolution designating May 1, 2017, as ""National Purebred Dog Day"".","animals","R",0,0,0,"Introduced"
"6390","SRES117","2017-04-05","Designating the week of April 15, 2017, through April 23, 2017, as ""National Park Week"".","public lands and natural resources","R",15,19,1,"Passed senate"
"6426","SRES320","2017-11-01","Supporting the goals and ideals of October as ""National Domestic Violence Awareness Month"" and expressing the sense of the House of Representatives that Congress should continue to raise awareness of domestic violence and its devastating effects on individuals, families, and communities, and support programs designed to end domestic violence in the United States.","families","R",1,2,0,"Passed senate"
"6430","SRES64","2017-02-17","Congratulating the Plastics Industry Association on its 80th anniversary.","commerce","R",0,0,0,"Introduced"
"6431","SRES308","2017-10-26","A resolution commemorating the 100th anniversary of the 2nd Infantry Division.","armed forces and national security","D",2,1,0,"Introduced"
"6435","SRES318","2017-10-31","Honoring the Portland Thorns FC, the 2017 champions of the National Women's Soccer League.","sports and recreation","D",0,1,0,"Passed senate"
"6437","SRES421","2018-03-01","A resolution condemning the horrific attack in Parkland, Florida, and expressing support and prayers for all those impacted by that tragedy.","crime and law enforcement","R",50,47,2,"Passed senate"
"6537","SRES90","2017-03-21","Recognizing the importance of the United States-Israel economic relationship and encouraging new areas of cooperation.","international affairs","R",5,4,0,"Introduced"
"6547","SRES340","2017-11-16","A resolution commemorating the 100th anniversary of the 3d Infantry Division.","armed forces and national security","R",2,0,0,"Passed senate"
"6550","SRES286","2017-10-05","Supporting the role of the United States in promoting children's access to quality education in the poorest countries through the Global Partnership for Education.","international affairs","D",1,7,0,"Introduced"
"6559","SRES317","2017-10-31","A resolution celebrating the 40th anniversary of the Senate Black Legislative Staff Caucus and its achievements in the Senate.","congress","D",1,1,0,"Passed senate"
"6562","SRES302","2017-10-24","A resolution authorizing limited still photography of the Senate Wing of the United States Capitol and authorizing the release of preexisting photographs of the Senate Chamber and Senate Wing of the United States Capitol for a book on the history of the Senate.","congress","R",1,2,0,"Passed senate"
"6566","SRES319","2017-11-01","Supporting the goals, activities, and ideals of Prematurity Awareness Month.","health","D",3,2,1,"Introduced"
"6573","SRES332","2017-11-15","A resolution commemorating the christening of the USNS Hershel ""Woody"" Williams.","armed forces and national security","D",1,0,0,"Passed senate"
"6575","SRES506","2018-05-10","Expressing support for the designation of May 15, 2018, as ""National Senior Fraud Awareness Day"" to raise awareness about the barrage of fraud attempts that seniors face, to encourage the implementation of policies to prevent these scams from happening, and to improve protections from these scams for seniors.","commerce","R",2,3,0,"Passed senate"
"6581","SRES281","2017-10-04","Urging the President of the United States to allow for the full public release of all remaining records pertaining to the assassination of President John F. Kennedy that are held by the National Archives and Records Administration and to reject any claims for the continued postponement of the full public release of those records.","government operations and politics","R",0,1,0,"Introduced"
"6583","SRES361","2017-12-14","A resolution expressing the sense of the Senate that the United States Government shall, both unilaterally and alongside the international community, consider all options for exerting maximum pressure on the Democratic People's Republic of Korea (DPRK), in order to denuclearize the DPRK, protect the lives of United States citizens and allies, and prevent further proliferation of nuclear weapons.","international affairs","R",9,0,0,"Introduced"
"6593","SRES580","2018-07-18","A resolution recognizing and supporting public awareness of the importance of trademarks and the goals and ideals of the National Trademark Exposition of the United States Patent and Trademark Office.","commerce","R",0,1,0,"Passed senate"
